event_key,active,name,event_start,event_end,event_type,event_subtype,description,host_org,url,media_url,map,seats,goers,checkins,invite_only,venue,address,company,audience,subject,geo_area,tags,fsq_venue_id,custom1,custom2,custom4,custom5,id,venue_id,speakers,moderators,artists,sponsors,exhibitors,staff
"73","Y","Make Your Own Pillowcase","2019-05-04 09:00:00","2019-05-04 10:00:00","DIY","","Join me in sewing your very own pillowcase. Learn how to use a sewing machine while making something useful!","","","","","0","13","0","N","EMC I","","","","","","","","","","","","5f035fdb272e201b93b6b0bcc1c30d4d","931377","Kim Ulrich","","","","",""
"37","Y","Eco Friendly Cosplay","2019-05-03 18:00:00","2019-05-03 19:00:00","Cosplay","","This talk will be a discussion on the ways people make cosplay just a bit more green. From using a wide variety of eco-friendly materials you may never even thought of, thrifting and buying second hand, costume swaps, up-cycling, and even dumpster diving, the possibilities are endless and the results can be pretty amazing too!","","","","","0","7","0","N","Charlevoix B","","","","","","","","","","","","5fc31d9a9a46b98ad83f2c1ee2c1fac1","931344","Girlinthechair aka Alex","","","","",""
"7","Y","Sensation Play","2019-05-03 23:00:00","2019-05-04 01:00:00","After Dark","","Come see a demonstration of some of the vast number of experiences sensation play provides! We'll be demonstrating and teaching bondage, sensory deprivation, temperature play, biting and scratching, integrating the use of floggers and knives, sensual touch, and with permission, a clothed demonstration of orgasm torture (inducing multiple orgasms with a wand vibrator and bondage). We'll also show you how to play in a safe and consensual way. This event is 18+.","","","","","0","27","0","N","Charlevoix B","","","","","","","","","","","","5fdc5b10bde9927ac37c11899209ccdf","931344","Jett Khat","","","","",""
"377","Y","Reading: David Erik Nelson & Christian Klaver","2019-05-04 13:00:00","2019-05-04 14:00:00","Lit","","The authors read from their works.","","","","","0","0","0","N","Author Readings Room","","","","","","","","","","","","60bd3c64e4d249d2b4b7b472b2a015b7","935098","David Erik Nelson, Christian Klaver","","","","",""
"316","Y","An Introduction to Macros in Clojure","2019-05-04 10:00:00","2019-05-04 11:00:00","Tech","","Dive into the programming language Clojure with a focus on the macro system and how it can be used effectively.","","","","","0","3","0","N","Charlevoix B","","","","","","","","","","","","61efae9b7af3213440e0ee58df0b4052","931344","Noah Bogart","","","","",""
"31","Y","Patterns Lie! and Other Useful Sewing Facts","2019-05-04 11:00:00","2019-05-04 13:00:00","Cosplay","","Learning to sew can be daunting, especially if you've never had formal instruction. We're here to help! In this panel, we'll cover selecting and reading a pattern, choosing fabric, cutting, pinning, sewing, pressing, finishing hems, and more — all without complicated sewing terminology! You'll be sewing like a pro in no time. Bring your questions!","","","","","0","7","0","N","Nicolet","","","","","","","","","","","","62a7755e4f084465dba94b64d3f43660","931329","Alena Van Arendonk","","","","",""
"127","Y","Basic Miniature Painting","2019-05-05 10:00:00","2019-05-05 11:00:00","Gaming","","With the explosion in popularity of Dungeons & Dragons 5th Edition and the proliferation of low-cost quality miniatures it is a great time to start painting. Have you ever wanted to personalize a miniature for one of your characters? I'll show you how to take a miniature right out of the package, and using only the most basic tools, make a great looking miniature for your game. I'll share as many tips as I can pack into my allotted time.","","","","","0","8","0","N","Montcalm","","","","","","","","","","","","6365a1dbebdc3f2313d85c7afb0cfb42","931326","John Patrick","","","","",""
"13","Y","Fetish and Fluff: The Curious Side of the Furry Fandom","2019-05-04 21:00:00","2019-05-04 22:00:00","After Dark","","This panel is to dive into the curiosity that is the fetish side of the furry fandom. This event is 18+.","","","","","0","4","0","N","Baldwin","","","","","","","","","","","","6370c1671a90ee6e06a1023cb673cdbc","931389","Meredith Carson","","","","",""
"310","Y","BoF: Building Meetups and the Tech Community in Detroit","2019-05-04 16:00:00","2019-05-04 17:00:00","Tech","","Birds of a Feather: Join us to talk about building the overall engineering and tech community within Detroit and the Detroit area.","","","","","0","6","0","N","Baldwin","","","","","","","","","","","","63b2853023a87496497200b0d815d17c","931389","","","","","",""
"240","Y","Bazaar Quest","2019-05-03 16:00:00","2019-05-05 16:00:00","Mayhem","","A D&D quest of greatness!","","","","","0","3","0","N","Various Location","","","","","","","","","","","","64462397d6bc9a4b942c51398201f7e0","931401","","","","","",""
"375","Y","Reading: Michael Cieslak & Nicole E. Castle","2019-05-04 10:00:00","2019-05-04 11:00:00","Lit","","The authors read from their works.","","","","","0","1","0","N","Author Readings Room","","","","","","","","","","","","64b640dff1c5fe10f739450a365c6f20","935098","Nicole E. Castle, Michael Cieslak","","","","",""
"225","Y","Redefining Myths and Legend - Magic vs Science","2019-05-04 12:00:00","2019-05-04 13:00:00","Lit","","Historically, creatures of myth originated through magical means. In today's literature these same creatures can owe their beginnings to science. Explore and contrast both sides of the origin story.","","","","","0","12","0","N","EMC V","","","","","","","","","","","","65c30545c9d52afea1ee2b5732205932","931353","Vik K. Walker","","","","",""
"33","Y","Molds, Resins and Silicone Oh My!!","2019-05-03 17:00:00","2019-05-03 19:00:00","Cosplay","","Learn the process of fabricating hard plastic and flexible synthetic accessories for your costume (or other hobby). We'll discuss the various types of casting and mold making materials, explore their pros and cons, and walk through the moldmaking and casting process. Samples of various materials and finished products will be on hand. Bring a notebook -- this panel is info-heavy! See finished pieces and learn the step-by-step process.","","","","","0","26","0","N","EMC II","","","","","","","","","","","","65db62fb45c0fcbc53a7a2ee604ef68a","931368","Alena Van Arendonk","","","","",""
"329","Y","Ed: The Standard Unix Text Editor","2019-05-04 20:00:00","2019-05-04 21:00:00","Tech","","The people who wrote primordial Unix were smarter than any of us. And their text editor proves it. Not only that, but their text editor is still useful today. Come learn how to use Ed, the Standard Unix Text Editor. See how early Unix design decisions stick with us today, and how temporary solutions last forever. You'll leave with knowledge of a tool you'll hope you'll never need, but when you truly need it you'll be glad it's there.","","","","","0","7","0","N","Computer Lab [Charlevoix C]","","","","","","","","","","","","66454fe30963966fbb2b0746f323897c","931398","Michael W. Lucas","","","","",""
"361","Y","Movie: Ghost in the Shell (1996)","2019-05-04 13:00:00","2019-05-04 15:00:00","Media","","","","","","","0","2","0","N","Portage Auditorium","","","","","","","","","","","","67047e7b530c4dbb52b430bf4594417e","931320","","","","","",""
"209","Y","Book Swap","2019-05-05 12:00:00","2019-05-05 13:00:00","Lit","","While there has always been the ubiquitous 'free table' where people have been able to offload books they have read and no longer want, if you aren't there when someone else drops their books off, you may not find new books to replace the ones you are giving away. Why not set aside an hour where everyone can bring their 'already read' piles to give away or trade? This way you can give your opinions of the books and ask questions to find out more than just the dust jacket description. Come find a new book and chat with other book lovers too!","","","","","0","11","0","N","Baldwin","","","","","","","","","","","","67589f2e4e24d77d68ba567860bc27da","931389","John Patrick","","","","",""
"137","Y","Overworld","2019-05-05 10:00:00","2019-05-05 11:00:00","Gaming","","BG 2 to 4 players; Play with a published edition of the strategy game playtested at Penguicon so many times before. Discover dungeon entrances by exploring pixel-art forests, mountains, reefs, and whirlpools. Lay L-shaped tiles and claim them with your ships and your rideable flightless birds. Dungeon doors are placed into the spaces where no tile could ever fit. The player whose three dungeon doors are farthest apart has discovered the largest dungeon, and is famed as the greatest explorer.","","","","","0","2","0","N","Gaming (TC's Room)","","","","","","","","","","","","6796508caa49c84cbaab974456efbe5a","931386","Nemo Rathwald","","","","",""
"317","Y","Building a Beetleweight Combat Robot","2019-05-04 18:00:00","2019-05-04 19:00:00","Tech","","Beetleweight combat robots are the little siblings of the robots that battle to the death on popular TV shows. Learn about how to build these vicious little critters and how to get started in the hobby of combat robotics.","","","","","0","8","0","N","Charlevoix A","","","","","","","","","","","","6796f23ef7e98d5a5a696e86526b05a2","931323","Jason Rutherford","","","","",""
"236","Y","Giant Jenga","2019-05-03 16:00:00","2019-05-05 16:00:00","Mayhem","","It's your favorite party game, Jenga, but GIANT!","","","","","0","3","0","N","Lobby","","","","","","","","","","","","67aa9fb8dcb7488f085624b7b9cf8b5b","931404","","","","","",""
"102","Y","World Building for RPGs and Fiction","2019-05-04 19:00:00","2019-05-04 20:00:00","Gaming","","An interactive seminar with published authors and game designers going through an actual world creation process that will be distributed to participants for their own use.","","","","","0","14","0","N","EMC III","","","","","","","","","","","","68a5f962a6ae8028dc6459f9d6c766c7","931356","Andrew M. &quot;Fish&quot; Popowich, Warren Brown","","","","",""
"321","Y","Linux Command Line Tools","2019-05-04 19:00:00","2019-05-04 20:00:00","Tech","","The presenter is in the midst of writing the 4'th edition of Packt Press's 'Linux Command Line Cookbook.' Come learn about a collection of things you can do from the command line ranging from trivial shell scripting to setting up a VPN.","","","","","0","7","0","N","Nicolet","","","","","","","","","","","","6a5c26a59c323b761822c311af548156","931329","Clif Flynt","","","","",""
"71","Y","Knitting 101","2019-05-03 19:00:00","2019-05-03 20:00:00","DIY","","Learn to knit! Take two sticks and string and make a dishcloth! Supplies provided.","","","","","0","12","0","N","EMC II","","","","","","","","","","","","6b16cece0c0e92f2daaec931f75bd9b2","931368","Kelly V, Mary Fitzpatrick","","","","",""
"242","Y","Midnight Mayhem","2019-05-05 00:00:00","2019-05-05 04:00:00","Mayhem","","Talk, sing, or just hang with fellow night owls until the wee hours of the morning!","","","","","0","4","0","N","Charlevoix B","","","","","","","","","","","","6b9f426f5a00583460e6539c16295326","931344","","","","","",""
"349","Y","Critical Optimism","2019-05-04 16:00:00","2019-05-04 17:00:00","Tech","","People’s ability to envision the future tends to fall between two unhealthy and unconstructive extremes. On one side, there are those who are blindly optimistic about technology. This attitude is sometimes termed “technosolutionism,” the naïve idea that every problem can be solved with technology. At the other extreme are those so critical of technology that they adopt an unrealistic Luddite attitude, avoiding technology altogether, or they assume that a dystopian future is inevitable and, as a result, become passive. Critical optimism navigates between these two extremes, encouraging an earnest hopefulness that also incorporates a healthy dose of criticality. What futures are possible, which are probable, and, most importantly, which might be preferred?","","","","","0","5","0","N","Charlevoix B","","","","","","","","","","","","6c71aad1c525604514f0ee5947066ae4","931344","Sophia Brueckner","","","","",""
